"1","1.58942","2","30000","update_tab_30"
"2","1.28307","2","30000","update_tab_30"
"3","0.6474","2","30000","update_tab_30"
"4","0.715631","2","30000","update_tab_30"
"5","1.08384","2","30000","update_tab_30"
"6","0.46682","2","30000","update_tab_30"
"7","1.17291","2","30000","update_tab_30"
"8","0.722405","2","30000","update_tab_30"
"9","0.533408","2","30000","update_tab_30"
"10","0.586529","2","30000","update_tab_30"
"11","0.607992","2","30000","update_tab_30"
"12","0.658058","2","30000","update_tab_30"
"13","1.0693","2","30000","update_tab_30"
"14","1.05941","2","30000","update_tab_30"
"15","0.303024","2","30000","update_tab_30"
"16","0.854037","2","30000","update_tab_30"
"17","0.774781","2","30000","update_tab_30"
"18","1.21007","2","30000","update_tab_30"
"19","0.658823","2","30000","update_tab_30"
"20","0.751125","2","30000","update_tab_30"
"21","0.54294","2","30000","update_tab_30"
"22","0.973366","2","30000","update_tab_30"
"23","1.29714","2","30000","update_tab_30"
"24","0.622432","2","30000","update_tab_30"
"25","0.960514","2","30000","update_tab_30"
"26","0.534619","2","30000","update_tab_30"
"27","0.351346","2","30000","update_tab_30"
"28","1.33723","2","30000","update_tab_30"
"29","0.534413","2","30000","update_tab_30"
"30","0.891598","2","30000","update_tab_30"
"31","1.06119","2","60000","update_tab_60"
"32","0.812774","2","60000","update_tab_60"
"33","1.25713","2","60000","update_tab_60"
"34","3.1477","2","60000","update_tab_60"
"35","5.29165","2","60000","update_tab_60"
"36","2.94265","2","60000","update_tab_60"
"37","4.99815","2","60000","update_tab_60"
"38","1.07818","2","60000","update_tab_60"
"39","2.52066","2","60000","update_tab_60"
"40","1.27711","2","60000","update_tab_60"
"41","2.60898","2","60000","update_tab_60"
"42","2.31851","2","60000","update_tab_60"
"43","2.35689","2","60000","update_tab_60"
"44","4.55439","2","60000","update_tab_60"
"45","4.36492","2","60000","update_tab_60"
"46","2.94414","2","60000","update_tab_60"
"47","2.89533","2","60000","update_tab_60"
"48","2.49582","2","60000","update_tab_60"
"49","1.40016","2","60000","update_tab_60"
"50","2.55422","2","60000","update_tab_60"
"51","2.83306","2","60000","update_tab_60"
"52","2.27311","2","60000","update_tab_60"
"53","1.74668","2","60000","update_tab_60"
"54","4.08631","2","60000","update_tab_60"
"55","4.68599","2","60000","update_tab_60"
"56","1.68699","2","60000","update_tab_60"
"57","0.851131","2","60000","update_tab_60"
"58","2.01803","2","60000","update_tab_60"
"59","2.49632","2","60000","update_tab_60"
"60","3.1334","2","60000","update_tab_60"
"61","3.6583","2","90000","update_tab_90"
"62","2.23331","2","90000","update_tab_90"
"63","3.19101","2","90000","update_tab_90"
"64","2.89258","2","90000","update_tab_90"
"65","5.53385","2","90000","update_tab_90"
"66","2.66351","2","90000","update_tab_90"
"67","4.45772","2","90000","update_tab_90"
"68","2.66143","2","90000","update_tab_90"
"69","2.99219","2","90000","update_tab_90"
"70","3.64967","2","90000","update_tab_90"
"71","3.13163","2","90000","update_tab_90"
"72","2.25293","2","90000","update_tab_90"
"73","0.784156","2","90000","update_tab_90"
"74","4.04319","2","90000","update_tab_90"
"75","3.06089","2","90000","update_tab_90"
"76","1.12076","2","90000","update_tab_90"
"77","2.41423","2","90000","update_tab_90"
"78","3.28907","2","90000","update_tab_90"
"79","1.00031","2","90000","update_tab_90"
"80","3.29269","2","90000","update_tab_90"
"81","2.7332","2","90000","update_tab_90"
"82","0.73219","2","90000","update_tab_90"
"83","0.981731","2","90000","update_tab_90"
"84","1.01514","2","90000","update_tab_90"
"85","1.36004","2","90000","update_tab_90"
"86","3.35794","2","90000","update_tab_90"
"87","3.70643","2","90000","update_tab_90"
"88","3.50579","2","90000","update_tab_90"
"89","0.88691","2","90000","update_tab_90"
"90","1.2406","2","90000","update_tab_90"
"91","3.28467","2","90000","update_tab_90"
"92","2.65146","2","120000","update_tab_120"
"93","1.18846","2","120000","update_tab_120"
"94","1.97264","2","120000","update_tab_120"
"95","6.77441","2","120000","update_tab_120"
"96","4.99992","2","120000","update_tab_120"
"97","1.36995","2","120000","update_tab_120"
"98","1.13815","2","120000","update_tab_120"
"99","4.9094","2","120000","update_tab_120"
"100","5.95686","2","120000","update_tab_120"
"101","2.53392","2","120000","update_tab_120"
"102","3.27539","2","120000","update_tab_120"
"103","3.78482","2","120000","update_tab_120"
"104","4.696","2","120000","update_tab_120"
"105","4.93007","2","120000","update_tab_120"
"106","0.974721","2","120000","update_tab_120"
"107","1.91745","2","120000","update_tab_120"
"108","3.81914","2","120000","update_tab_120"
"109","4.50324","2","120000","update_tab_120"
"110","4.48632","2","120000","update_tab_120"
"111","4.69281","2","120000","update_tab_120"
"112","2.88767","2","120000","update_tab_120"
"113","3.64886","2","120000","update_tab_120"
"114","6.07344","2","120000","update_tab_120"
"115","1.26429","2","120000","update_tab_120"
"116","3.54745","2","120000","update_tab_120"
"117","2.12993","2","120000","update_tab_120"
"118","4.00702","2","120000","update_tab_120"
"119","5.44861","2","120000","update_tab_120"
"120","1.53883","2","120000","update_tab_120"
"121","3.69534","2","120000","update_tab_120"
